,Age,Cabin,Embarked,Fare,Nationality,Parch,Pclass,Sex,SibSp,Survived
461,27.6775825722,X,Q,7.725,United States,0,3,male,0,0.0
462,0.75,X,C,19.2583,Other,1,3,female,2,1.0
463,27.8619865301,X,S,7.25,United States,0,3,male,0,0.0
464,38.0,X,S,8.6625,Other,0,3,male,0,0.0
465,33.0,X,S,27.75,United States,2,2,female,1,1.0
466,23.0,D,C,13.7917,Other,0,2,female,0,1.0
467,22.0,X,S,9.8375,Sweden,0,3,female,0,0.0
468,41.9830112459,A,S,52.0,United States,0,1,male,0,0.0
469,34.0,X,S,21.0,Other,0,2,male,1,0.0
470,29.0,X,S,7.0458,United States,0,3,male,1,0.0
471,22.0,X,S,7.5208,Sweden,0,3,male,0,0.0
472,2.0,X,S,12.2875,Finland,1,3,female,0,1.0
473,9.0,X,S,46.9,United States,2,3,male,5,0.0
474,50.0,X,S,8.05,United States,0,3,male,0,0.0
475,63.0,X,S,9.5875,Other,0,3,female,0,1.0
476,25.0,B,C,91.0792,United States,0,1,male,1,1.0
477,14.410699948,X,S,25.4667,United States,1,3,female,3,0.0
478,35.0,C,S,90.0,United States,0,1,female,1,1.0
479,58.0,B,C,29.7,United States,0,1,male,0,0.0
480,30.0,X,S,8.05,Other,0,3,male,0,0.0
481,9.0,X,S,15.9,Other,1,3,male,1,1.0
482,24.6533786729,X,S,19.9667,Other,0,3,male,1,0.0
483,21.0,X,S,7.25,Other,0,3,male,0,0.0
484,55.0,C,S,30.5,Other,0,1,male,0,0.0
485,71.0,X,C,49.5042,Other,0,1,male,0,0.0
486,21.0,X,S,8.05,United States,0,3,male,0,0.0
487,27.1388803385,X,C,14.4583,United States,0,3,male,0,0.0
488,54.0,D,C,78.2667,United States,0,1,female,1,1.0
489,26.8932114063,X,S,15.1,England,0,3,male,0,0.0
490,25.0,C,S,151.55,United States,2,1,female,1,0.0
491,24.0,X,S,7.7958,Sweden,0,3,male,0,0.0
492,17.0,X,S,8.6625,Other,0,3,male,0,0.0
493,21.0,X,Q,7.75,United States,0,3,female,0,0.0
494,25.5816071649,X,Q,7.6292,Other,0,3,female,0,0.0
495,37.0,X,S,9.5875,Finland,0,3,female,0,0.0
496,16.0,B,S,86.5,Other,0,1,female,0,1.0
497,18.0,C,C,108.9,Other,0,1,male,1,0.0
498,33.0,X,S,26.0,United States,2,2,female,0,1.0
499,42.3121707176,X,S,26.55,United States,0,1,male,0,1.0
500,28.0,X,S,22.525,United States,0,3,male,0,0.0
501,26.0,X,S,56.4958,Other,0,3,male,0,1.0
502,29.0,X,Q,7.75,United States,0,3,male,0,1.0
503,27.9225751845,X,S,8.05,United States,0,3,male,0,0.0
504,36.0,E,S,26.2875,United States,0,1,male,0,1.0
505,54.0,X,C,59.4,United States,0,1,female,1,1.0
506,24.0,X,S,7.4958,Other,0,3,male,0,0.0
507,47.0,D,S,34.0208,United States,0,1,male,0,0.0
508,34.0,F,S,10.5,Other,0,2,female,0,1.0
509,26.3592476813,X,Q,24.15,United States,0,3,male,0,0.0
510,36.0,X,S,26.0,Other,0,2,female,1,1.0
511,32.0,X,S,7.8958,Other,0,3,male,0,0.0
512,30.0,B,S,93.5,Other,0,1,female,0,1.0
513,22.0,X,S,7.8958,Other,0,3,male,0,0.0
514,27.0889190909,X,C,7.225,Other,0,3,male,0,0.0
515,44.0,B,C,57.9792,Other,1,1,female,0,1.0
516,27.0893432708,X,C,7.2292,Other,0,3,male,0,0.0
517,40.5,X,Q,7.75,United States,0,3,male,0,0.0
518,50.0,X,S,10.5,England,0,2,female,0,1.0
519,38.8394864827,C,S,221.7792,United States,0,1,male,0,0.0
520,39.0,X,S,7.925,Finland,0,3,male,0,0.0
521,23.0,X,S,11.5,Other,1,2,male,2,0.0
522,2.0,X,S,26.0,United States,1,2,female,1,1.0
523,27.0893432708,X,C,7.2292,Other,0,3,male,0,0.0
524,17.0,X,C,7.2292,Other,1,3,male,1,0.0
525,19.2390748216,X,C,22.3583,Other,2,3,female,0,1.0
526,30.0,X,S,8.6625,Other,0,3,female,0,0.0
527,7.0,X,S,26.25,United States,2,2,female,0,1.0
528,45.0,B,S,26.55,Other,0,1,male,0,0.0
529,30.0,X,C,106.425,Other,0,1,female,0,1.0
530,27.5849558805,X,S,14.5,United States,0,3,male,0,0.0
531,22.0,B,C,49.5,Other,2,1,female,0,1.0
532,36.0,B,S,71.0,United States,2,1,female,0,1.0
533,9.0,X,S,31.275,Sweden,2,3,female,4,0.0
534,11.0,X,S,31.275,Sweden,2,3,female,4,0.0
535,32.0,X,S,26.0,United States,0,2,male,1,1.0
536,50.0,C,C,106.425,United States,0,1,male,1,0.0
537,64.0,X,S,26.0,United States,0,1,male,0,0.0
538,19.0,X,S,26.0,United States,0,2,female,1,1.0
539,32.6536314704,X,C,13.8625,Other,0,2,male,0,1.0
540,33.0,X,S,20.525,United States,1,3,male,1,0.0
541,8.0,X,S,36.75,England,1,2,male,1,1.0
542,17.0,C,C,110.8833,United States,2,1,male,0,1.0
543,27.0,X,S,26.0,United States,0,2,male,0,0.0
544,27.6846874348,X,Q,7.8292,United States,0,3,male,0,0.0
545,22.0,X,C,7.225,Other,0,3,male,0,1.0
546,22.0,X,S,7.775,Sweden,0,3,female,0,1.0
547,62.0,X,S,26.55,United States,0,1,male,0,0.0
548,48.0,A,C,39.6,Other,0,1,female,1,1.0
549,37.7197589855,X,C,227.525,United States,0,1,male,0,0.0
550,39.0,E,S,79.65,United States,1,1,female,1,1.0
551,36.0,X,S,17.4,Other,0,3,female,1,1.0
552,27.6793410347,X,Q,7.75,United States,0,3,male,0,0.0
553,40.0,X,S,7.8958,Other,0,3,male,0,0.0
554,28.0,X,S,13.5,United States,0,2,male,0,0.0
555,27.9225751845,X,S,8.05,United States,0,3,male,0,0.0
556,25.5125392311,X,S,8.05,England,0,3,female,0,0.0
557,24.0,X,S,24.15,England,0,3,male,2,0.0
558,19.0,X,S,7.8958,Other,0,3,male,0,0.0
559,29.0,X,S,21.075,Sweden,4,3,female,0,0.0
560,27.0893432708,X,C,7.2292,Other,0,3,male,0,0.0
561,32.0,X,S,7.8542,Sweden,0,3,male,0,1.0
562,62.0,X,S,10.5,United States,0,2,male,0,1.0
563,53.0,C,S,51.4792,England,0,1,female,2,1.0
564,36.0,E,S,26.3875,United States,0,1,male,0,1.0
565,25.911546862,X,Q,7.75,United States,0,3,female,0,1.0
566,16.0,X,S,8.05,United States,0,3,male,0,0.0
567,19.0,X,S,14.5,United States,0,3,male,0,0.0
568,34.0,X,S,13.0,England,0,2,female,0,1.0
569,39.0,E,S,55.9,United States,0,1,female,1,1.0
570,23.2669079131,X,C,14.4583,Other,0,3,female,1,0.0
571,32.0,X,S,7.925,Finland,0,3,male,0,1.0
572,25.0,X,S,30.0,United States,1,2,female,1,1.0
573,39.0,C,C,110.8833,United States,1,1,female,1,1.0
574,54.0,X,S,26.0,England,0,2,male,0,0.0
575,36.0,A,C,40.125,United States,0,1,male,0,0.0
576,27.4875780207,X,C,8.7125,United States,0,3,male,0,0.0
577,18.0,E,S,79.65,United States,2,1,female,0,1.0
578,47.0,X,S,15.0,United States,0,2,male,0,0.0
579,60.0,B,C,79.2,Other,1,1,male,1,1.0
580,22.0,X,S,8.05,Other,0,3,male,0,0.0
581,27.6014542941,X,S,8.05,Other,0,3,male,0,0.0
582,35.0,X,S,7.125,Finland,0,3,male,0,0.0
583,52.0,D,C,78.2667,United States,0,1,female,1,1.0
584,47.0,X,S,7.25,United States,0,3,male,0,0.0
585,20.4192330112,X,Q,7.75,Other,2,3,female,0,0.0
586,37.0,X,S,26.0,United States,0,2,male,1,0.0
587,36.0,X,S,24.15,Other,1,3,male,1,0.0
588,30.6757181377,X,S,33.0,United States,0,2,female,0,1.0
589,27.0889190909,X,C,7.225,Other,0,3,male,0,0.0
590,49.0,A,C,56.9292,Other,0,1,male,1,1.0
591,24.0,X,S,27.0,Other,1,2,female,2,1.0
592,27.5925227124,X,S,7.8958,Other,0,3,male,0,0.0
593,41.6434960397,X,S,42.4,United States,0,1,male,0,0.0
594,44.0,X,S,8.05,United States,0,3,male,0,0.0
595,35.0,X,C,26.55,United States,0,1,male,0,1.0
596,36.0,X,S,15.55,Sweden,0,3,male,1,0.0
597,30.0,X,S,7.8958,Other,0,3,male,0,0.0
598,27.0,X,S,30.5,Other,0,1,male,0,1.0
599,22.0,X,C,41.5792,Other,2,2,female,1,1.0
600,40.0,C,S,153.4625,United States,0,1,female,0,1.0
601,39.0,X,S,31.275,Sweden,5,3,female,1,0.0
602,27.5196342666,X,S,7.05,Other,0,3,male,0,0.0
603,23.6808045347,X,Q,15.5,United States,0,3,female,1,1.0
604,27.6793410347,X,Q,7.75,United States,0,3,male,0,0.0
605,35.0,X,S,8.05,England,0,3,male,0,0.0
606,24.0,X,S,65.0,United States,2,2,female,1,1.0
607,34.0,X,S,14.4,United States,1,3,male,1,0.0
608,26.0,X,S,16.1,United States,0,3,female,1,0.0
609,4.0,F,S,39.0,Other,1,2,female,2,1.0
610,26.0,X,S,10.5,United States,0,2,male,0,0.0
611,27.0,X,C,14.4542,Other,0,3,male,1,0.0
612,42.0,D,S,52.5542,United States,0,1,male,1,1.0
613,20.0,X,C,15.7417,Other,1,3,male,1,1.0
614,21.0,X,S,7.8542,United States,0,3,male,0,0.0
615,21.0,X,S,16.1,United States,0,3,male,0,0.0
616,61.0,D,S,32.3208,United States,0,1,male,0,0.0
617,57.0,X,Q,12.35,United States,0,2,male,0,0.0
618,21.0,D,S,77.9583,United States,0,1,female,0,1.0
619,26.0,X,S,7.8958,Other,0,3,male,0,0.0
620,27.678170192,X,Q,7.7333,United States,0,3,male,0,0.0
621,80.0,A,S,30.0,England,0,1,male,0,1.0
622,51.0,X,S,7.0542,Sweden,0,3,male,0,0.0
623,32.0,B,C,30.5,Other,0,1,male,0,1.0
624,9.0,X,S,27.9,Sweden,2,3,female,3,0.0
625,28.0,X,S,13.0,United States,0,2,female,0,1.0
626,32.0,X,S,7.925,Finland,0,3,male,0,0.0
627,31.0,X,S,26.25,England,1,2,male,1,0.0
628,41.0,X,S,39.6875,Finland,5,3,female,0,0.0
629,24.7873113653,X,S,16.1,England,0,3,male,1,0.0
630,20.0,X,S,7.8542,Other,0,3,male,0,0.0
631,24.0,B,C,69.3,Other,0,1,female,0,1.0
632,2.0,X,S,27.9,Sweden,2,3,female,3,0.0
633,24.2708683425,X,S,56.4958,Other,0,3,male,0,1.0
634,0.75,X,C,19.2583,Other,1,3,female,2,1.0
635,48.0,D,C,76.7292,United States,0,1,male,1,1.0
636,19.0,X,S,7.8958,Other,0,3,male,0,0.0
637,56.0,A,C,35.5,United States,0,1,male,0,1.0
638,27.8890101731,X,S,7.55,United States,0,3,male,0,0.0
639,23.0,X,S,7.55,United States,0,3,female,0,1.0
640,27.9136436027,X,S,7.8958,United States,0,3,male,0,0.0
641,18.0,X,S,23.0,United States,1,2,female,0,1.0
642,21.0,X,S,8.4333,Other,0,3,male,0,0.0
643,25.9168932621,X,Q,7.8292,United States,0,3,female,0,1.0
644,18.0,X,Q,6.75,Other,0,3,female,0,0.0
645,24.0,X,S,73.5,United States,0,2,male,2,0.0
646,27.9136436027,X,S,7.8958,United States,0,3,male,0,0.0
647,32.0,X,Q,15.5,Other,1,3,female,1,0.0
648,23.0,X,S,13.0,United States,0,2,male,0,0.0
649,58.0,D,C,113.275,United States,2,1,male,0,0.0
650,50.0,X,S,133.65,United States,0,1,male,2,1.0
651,40.0,X,C,7.225,Other,0,3,male,0,0.0
652,47.0,E,S,25.5875,Other,0,1,male,0,0.0
653,36.0,X,S,7.4958,Other,0,3,male,0,0.0
654,20.0,X,S,7.925,Sweden,0,3,male,1,1.0
655,32.0,X,S,73.5,United States,0,2,male,2,0.0
656,25.0,X,S,13.0,United States,0,2,male,0,0.0
657,27.5846637395,X,S,7.775,Other,0,3,male,0,0.0
658,43.0,X,S,8.05,United States,0,3,male,0,0.0
659,39.6816747936,C,S,52.0,United States,0,1,female,1,1.0
660,40.0,X,S,39.0,United States,1,2,female,1,1.0
661,31.0,B,S,52.0,United States,0,1,male,1,0.0
662,70.0,X,S,10.5,United States,0,2,male,0,0.0
663,31.0,X,S,13.0,Other,0,2,male,0,1.0
664,18.0,X,S,7.775,Sweden,0,3,male,0,0.0
665,24.5,X,S,8.05,United States,0,3,male,0,0.0
666,18.0,X,S,9.8417,Other,0,3,female,0,1.0
667,43.0,X,S,46.9,United States,6,3,female,1,0.0
668,36.0,B,C,512.3292,Other,1,1,male,0,1.0
669,25.9233378608,X,Q,8.1375,United States,0,3,female,0,0.0
670,27.0,D,C,76.7292,Other,0,1,male,0,1.0
671,20.0,X,S,9.225,Other,0,3,male,0,0.0
672,14.0,X,S,46.9,United States,2,3,male,5,0.0
673,60.0,X,S,39.0,United States,1,2,male,1,0.0
674,25.0,X,C,41.5792,Other,2,2,male,1,0.0
675,14.0,X,S,39.6875,Finland,1,3,male,4,0.0
676,19.0,X,S,10.1708,Other,0,3,male,0,0.0
677,18.0,X,S,7.7958,Other,0,3,male,0,0.0
678,15.0,B,S,211.3375,Other,1,1,female,0,1.0
679,31.0,B,S,57.0,United States,0,1,male,1,1.0
680,4.0,X,C,13.4167,Other,1,3,female,0,1.0
681,24.2708683425,X,S,56.4958,Other,0,3,male,0,1.0
682,25.0,X,C,7.225,Other,0,3,male,0,0.0
683,60.0,X,S,26.55,United States,0,1,male,0,0.0
684,52.0,X,S,13.5,United States,0,2,male,0,0.0
685,44.0,X,S,8.05,United States,0,3,male,0,0.0
686,25.9103760193,X,Q,7.7333,United States,0,3,female,0,1.0
687,49.0,C,C,110.8833,United States,1,1,male,1,0.0
688,42.0,F,S,7.65,Other,0,3,male,0,0.0
689,18.0,C,C,227.525,Other,0,1,female,1,1.0
690,35.0,E,S,26.2875,United States,0,1,male,0,1.0
691,18.0,X,C,14.4542,Other,1,3,female,0,0.0
692,25.0,X,Q,7.7417,United States,0,3,male,0,0.0
693,26.0,X,S,7.8542,United States,0,3,male,1,0.0
694,39.0,X,S,26.0,England,0,2,male,0,0.0
695,45.0,X,S,13.5,United States,0,2,female,0,1.0
696,42.0,E,S,26.2875,United States,0,1,male,0,1.0
697,22.0,X,S,151.55,United States,0,1,female,0,1.0
698,18.5362326852,X,C,15.2458,Other,1,3,male,1,1.0
699,24.0,C,C,49.5042,United States,0,1,female,0,1.0
700,42.9570212761,C,S,26.55,United States,0,1,male,0,0.0
701,48.0,C,S,52.0,United States,0,1,male,1,1.0
702,29.0,X,S,9.4833,Sweden,0,3,male,0,0.0
703,52.0,X,S,13.0,United States,0,2,male,0,0.0
704,19.0,F,S,7.65,United States,0,3,male,0,0.0
705,38.0,C,C,227.525,Other,0,1,female,0,1.0
706,27.0,E,S,10.5,United States,0,2,female,0,1.0
707,27.2654514221,X,Q,15.5,United States,0,3,male,0,0.0
708,33.0,X,S,7.775,United States,0,3,male,0,0.0
709,6.0,X,S,33.0,United States,1,2,female,0,1.0
710,17.0,X,S,7.0542,Other,0,3,male,1,0.0
711,34.0,X,S,13.0,United States,0,2,male,0,0.0
712,50.0,X,S,13.0,United States,0,2,male,0,0.0
713,27.0,E,S,53.1,United States,0,1,male,1,1.0
714,20.0,X,S,8.6625,Other,0,3,male,0,0.0
715,30.0,X,S,21.0,Other,0,2,female,3,1.0
716,25.9106719239,X,Q,7.7375,United States,0,3,female,0,1.0
717,25.0,X,S,26.0,United States,0,2,male,1,0.0
718,25.0,X,S,7.925,Finland,0,3,female,1,0.0
719,29.0,B,S,211.3375,United States,0,1,female,0,1.0
720,11.0,X,C,18.7875,Other,0,3,male,0,0.0
721,23.0,X,S,13.0,England,0,2,male,0,0.0
722,23.0,X,S,13.0,Other,0,2,male,0,0.0
723,28.5,X,S,16.1,United States,0,3,male,0,0.0
724,48.0,X,S,34.375,United States,3,3,female,1,0.0
725,35.0,B,C,512.3292,United States,0,1,male,0,1.0
726,27.5925227124,X,S,7.8958,Other,0,3,male,0,0.0
727,27.9136436027,X,S,7.8958,United States,0,3,male,0,0.0
728,42.7605839189,D,S,30.0,United States,0,1,male,0,1.0
729,36.0,C,S,78.85,England,0,1,male,1,0.0
730,21.0,B,C,262.375,United States,2,1,female,2,1.0
731,24.0,X,S,16.1,United States,0,3,male,1,0.0
732,31.0,X,S,7.925,Other,0,3,male,0,1.0
733,70.0,B,S,71.0,United States,1,1,male,1,0.0
734,16.0,X,S,20.25,United States,1,3,male,1,0.0
735,30.0,X,S,13.0,Finland,0,2,female,0,1.0
736,19.0,D,S,53.1,United States,0,1,male,1,0.0
737,31.0,X,Q,7.75,United States,0,3,male,0,0.0
738,4.0,X,S,23.0,United States,1,2,female,1,1.0
739,6.0,E,S,12.475,Other,1,3,male,0,1.0
740,33.0,X,S,9.5,Other,0,3,male,0,0.0
741,23.0,X,S,7.8958,United States,0,3,male,0,0.0
742,48.0,X,S,65.0,United States,2,2,female,1,1.0
743,0.67,X,S,14.5,Finland,1,2,male,1,1.0
744,28.0,X,S,7.7958,Sweden,0,3,male,0,0.0
745,18.0,X,S,11.5,United States,0,2,male,0,0.0
746,34.0,X,S,8.05,United States,0,3,male,0,0.0
747,33.0,B,S,86.5,Other,0,1,female,0,1.0
748,26.9427140997,X,S,14.5,England,0,3,male,0,0.0
749,41.0,X,S,7.125,United States,0,3,male,0,0.0
750,20.0,X,C,7.2292,Other,0,3,male,0,1.0
751,36.0,B,S,120.0,United States,2,1,female,1,1.0
752,16.0,X,S,7.775,Sweden,0,3,male,0,0.0
753,51.0,D,S,77.9583,Other,0,1,female,1,1.0
754,41.321458573,X,C,39.6,United States,0,1,male,0,0.0
755,30.5,X,Q,7.75,United States,0,3,female,0,0.0
756,24.2832972651,X,Q,24.15,United States,0,3,male,1,0.0
757,32.0,X,S,8.3625,Other,0,3,male,0,0.0
758,24.0,X,S,9.5,Other,0,3,male,0,0.0
759,48.0,X,S,7.8542,Other,0,3,male,0,0.0
760,57.0,E,S,10.5,United States,0,2,female,0,0.0
761,27.0889190909,X,C,7.225,Other,0,3,male,0,0.0
762,54.0,X,S,23.0,Other,3,2,female,1,1.0
763,18.0,X,S,7.75,Sweden,0,3,male,0,0.0
764,28.0017663139,F,Q,7.75,United States,0,3,male,0,0.0
765,5.0,X,S,12.475,Other,0,3,female,0,1.0
766,27.0362243158,X,Q,7.7375,England,0,3,male,0,0.0
767,43.0,B,S,211.3375,Other,1,1,female,0,1.0
768,13.0,X,C,7.2292,Other,0,3,female,0,1.0
769,17.0,B,S,57.0,United States,0,1,female,1,1.0
770,29.0,D,S,30.0,United States,0,1,male,0,0.0
771,17.9326521012,X,S,23.45,United States,2,3,male,1,0.0
772,25.0,X,S,7.05,Other,0,3,male,0,0.0
773,25.0,X,S,7.25,England,0,3,male,0,0.0
774,18.0,X,S,7.4958,Sweden,0,3,female,0,1.0
775,8.0,X,Q,29.125,United States,1,3,male,4,0.0
776,1.0,X,S,20.575,United States,2,3,male,1,1.0
777,46.0,B,C,79.2,United States,0,1,male,0,0.0
778,27.6793410347,X,Q,7.75,United States,0,3,male,0,0.0
779,16.0,X,S,26.0,England,0,2,male,0,0.0
780,9.72843978886,X,S,69.55,United States,2,3,female,8,0.0
781,41.7382489083,X,C,30.6958,United States,0,1,male,0,0.0
782,25.0,X,S,7.8958,United States,0,3,male,0,0.0
783,39.0,X,S,13.0,Other,0,2,male,0,0.0
784,49.0,D,S,25.9292,United States,0,1,female,0,1.0
785,31.0,X,S,8.6833,Other,0,3,female,0,1.0
786,30.0,X,C,7.2292,Other,0,3,male,0,0.0
787,30.0,X,S,24.15,Other,1,3,female,1,0.0
788,34.0,X,S,13.0,United States,0,2,male,0,0.0
789,31.0,X,S,26.25,England,1,2,female,1,1.0
790,11.0,B,S,120.0,United States,2,1,male,1,1.0
791,0.42,X,C,8.5167,United States,1,3,male,0,1.0
792,27.0,X,S,6.975,Sweden,0,3,male,0,1.0
793,31.0,X,S,7.775,Sweden,0,3,male,0,0.0
794,18.0,X,S,7.775,Sweden,0,3,female,0,0.0
795,39.0,X,S,13.0,Other,0,2,male,0,0.0
796,33.0,E,S,53.1,United States,0,1,female,1,1.0
797,26.0,X,S,7.8875,United States,0,3,male,0,0.0
798,39.0,X,S,24.15,United States,0,3,male,0,0.0
799,35.0,X,S,10.5,England,0,2,male,0,0.0
800,6.0,X,S,31.275,Sweden,2,3,female,4,0.0
801,30.5,X,S,8.05,United States,0,3,male,0,0.0
802,23.0,X,S,7.925,Finland,0,3,female,0,0.0
803,31.0,X,C,37.0042,Other,1,2,male,1,0.0
804,43.0,X,S,6.45,Other,0,3,male,0,0.0
805,10.0,X,S,27.9,Sweden,2,3,male,3,0.0
806,52.0,B,S,93.5,United States,1,1,female,1,1.0
807,27.0,X,S,8.6625,Other,0,3,male,0,1.0
808,27.0,E,S,12.475,Other,1,3,female,0,1.0
809,2.0,X,S,39.6875,Finland,1,3,male,4,0.0
810,27.6043857184,X,Q,6.95,United States,0,3,male,0,0.0
811,24.2708683425,X,S,56.4958,Other,0,3,male,0,0.0
812,1.0,X,C,37.0042,Other,2,2,male,0,1.0
813,27.6793410347,X,Q,7.75,United States,0,3,male,0,1.0
814,62.0,B,X,80.0,United States,0,1,female,0,1.0
815,15.0,X,C,14.4542,Other,0,3,female,1,1.0
816,0.83,X,S,18.75,United States,1,2,male,1,1.0
817,27.0893432708,X,C,7.2292,Other,0,3,male,0,0.0
818,23.0,X,S,7.8542,Sweden,0,3,male,0,0.0
819,18.0,X,S,8.3,England,0,3,male,0,0.0
820,39.0,E,C,83.1583,United States,1,1,female,1,1.0
821,21.0,X,S,8.6625,Other,0,3,male,0,0.0
822,27.6014542941,X,S,8.05,Other,0,3,male,0,0.0
823,32.0,X,S,56.4958,Other,0,3,male,0,1.0
824,42.1137957227,C,C,29.7,Other,0,1,male,0,1.0
825,20.0,X,S,7.925,Other,0,3,male,0,0.0
826,16.0,X,S,10.5,United States,0,2,male,0,0.0
827,30.0,X,C,31.0,United States,0,1,female,0,1.0
828,34.5,X,C,6.4375,United States,0,3,male,0,0.0
829,17.0,X,S,8.6625,Other,0,3,male,0,0.0
830,42.0,X,S,7.55,Other,0,3,male,0,0.0
831,8.71374995055,X,S,69.55,United States,2,3,male,8,0.0
832,35.0,X,C,7.8958,United States,0,3,male,0,0.0
833,28.0,X,S,33.0,United States,1,2,male,0,0.0
834,37.2195847539,C,C,89.1042,Other,0,1,female,1,1.0
835,4.0,X,S,31.275,Sweden,2,3,male,4,0.0
836,74.0,X,S,7.775,Sweden,0,3,male,0,0.0
837,9.0,X,C,15.2458,Other,1,3,female,1,0.0
838,16.0,D,S,39.4,England,1,1,female,0,1.0
839,44.0,X,S,26.0,United States,0,2,female,1,0.0
840,18.0,X,S,9.35,Other,1,3,female,0,1.0
841,45.0,X,S,164.8667,United States,1,1,female,1,1.0
842,51.0,E,S,26.55,United States,0,1,male,0,1.0
843,24.0,X,C,19.2583,Other,3,3,female,0,1.0
844,27.0893432708,X,C,7.2292,Other,0,3,male,0,0.0
845,41.0,X,S,14.1083,United States,0,3,male,2,0.0
846,21.0,X,S,11.5,United States,0,2,male,1,0.0
847,48.0,D,S,25.9292,United States,0,1,female,0,1.0
848,9.72843978886,X,S,69.55,United States,2,3,female,8,0.0
849,24.0,X,S,13.0,Other,0,2,male,0,0.0
850,42.0,X,S,13.0,Sweden,0,2,female,0,1.0
851,27.0,X,C,13.8583,England,0,2,female,1,1.0
852,31.0,A,S,50.4958,United States,0,1,male,0,0.0
853,27.6126891896,X,S,9.5,Other,0,3,male,0,0.0
854,4.0,X,S,11.1333,United States,1,3,male,1,1.0
855,26.0,X,S,7.8958,Other,0,3,male,0,0.0
856,47.0,D,S,52.5542,United States,1,1,female,1,1.0
857,33.0,B,S,5.0,Sweden,0,1,male,0,0.0
858,47.0,X,S,9.0,Other,0,3,male,0,0.0
859,28.0,X,C,24.0,United States,0,2,female,1,1.0
860,15.0,X,C,7.225,Other,0,3,female,0,1.0
861,20.0,X,S,9.8458,Sweden,0,3,male,0,0.0
862,19.0,X,S,7.8958,United States,0,3,male,0,0.0
863,27.5925227124,X,S,7.8958,Other,0,3,male,0,0.0
864,56.0,C,C,83.1583,United States,1,1,female,0,1.0
865,25.0,X,S,26.0,United States,1,2,female,0,1.0
866,33.0,X,S,7.8958,Other,0,3,male,0,0.0
867,22.0,X,S,10.5167,Sweden,0,3,female,0,0.0
868,28.0,X,S,10.5,United States,0,2,male,0,0.0
869,25.0,X,S,7.05,England,0,3,male,0,0.0
870,39.0,X,Q,29.125,United States,5,3,female,0,0.0
871,27.0,X,S,13.0,Other,0,2,male,0,0.0
872,19.0,B,S,30.0,United States,0,1,female,0,1.0
873,17.61805808,X,S,23.45,United States,2,3,female,1,0.0
874,26.0,C,C,30.0,Other,0,1,male,0,1.0
875,32.0,X,Q,7.75,United States,0,3,male,0,0.0
